y4_hhid,hh_a06,hh_a13,y4_rural,domain,strataid,clusterid,wardtype,clustertype,y4_weights,occ,hh_a01_1,hh_a01_2,hh_a02_1,hh_a02_2,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,hh_a07_1,hh_a07_2,hh_a08,hh_a09,hh_a10,hh_a11,hh_a12_2,hh_a12_1,hh_a14,hh_a15,hh_a16,hh_a17_1,hh_a17_2,hh_a18,hh_a18_1,hh_a18_2,hh_a18_3,hh_a19,hh_a20,hh_a21,hh_a21_1,hh_a21_2,hh_a21_3,hh_a22,hh_a23,hh_a24,hh_a24_1,hh_a24_2,hh_a24_3,hh_a25,hh_a26,hh_a26_1,hh_a26_2,hh_a26_3,hh_a27
0721-002,721,2,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,19604004,,,1644.7745,1,GEITA,GEITA,1,GEITA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3159-009,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,75,7,31,20164,17,MARCH,2015,**CONFIDENTIAL**,7,20165,18,MARCH,2015,**CONFIDENTIAL**,70,20166,19,MARCH,2015,,,,,,YES
0722-001,722,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,9661.7549,1,GEITA,GEITA,1,GEITA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3160-001,ORIGINAL HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,71,6,11,20480,27,JANUARY,2016,**CONFIDENTIAL**,7,20480,27,JANUARY,2016,**CONFIDENTIAL**,10,20482,29,JANUARY,2016,,,,,,YES
0723-001,723,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,9403.7607,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,23,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3161-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,32,3,37,20193,15,APRIL,2015,**CONFIDENTIAL**,3,20193,15,APRIL,2015,**CONFIDENTIAL**,30,20194,16,APRIL,2015,104,4022016,4,FEBRUARY,2016,YES
0724-001,724,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,10009.267,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,36,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3161-004,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,32,3,35,20194,16,APRIL,2015,**CONFIDENTIAL**,3,20194,16,APRIL,2015,**CONFIDENTIAL**,30,20195,17,APRIL,2015,104,4022016,4,FEBRUARY,2016,YES
0724-002,724,2,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,5004.6333,1,GEITA,GEITA,1,GEITA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3161-004,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,10,4,6,20481,28,JANUARY,2016,**CONFIDENTIAL**,7,20482,29,JANUARY,2016,**CONFIDENTIAL**,10,20483,30,JANUARY,2016,,,,,,YES
0725-001,725,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,18037.621,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3162-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,34,4,41,20193,15,APRIL,2015,**CONFIDENTIAL**,3,20195,17,APRIL,2015,**CONFIDENTIAL**,30,20195,17,APRIL,2015,104,11022016,11,FEBRUARY,2016,YES
0725-004,725,4,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,9162.9033,1,GEITA,GEITA,1,GEITA,11,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3162-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,34,3,39,20194,16,APRIL,2015,**CONFIDENTIAL**,3,20194,16,APRIL,2015,**CONFIDENTIAL**,30,20195,17,APRIL,2015,104,8022016,8,FEBRUARY,2016,YES
0726-001,726,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,4353.562,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3163-003,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,31,5,58,20192,14,APRIL,2015,**CONFIDENTIAL**,3,20193,15,APRIL,2015,**CONFIDENTIAL**,30,20197,19,APRIL,2015,104,9022016,9,FEBRUARY,2016,YES
0726-004,726,4,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,2215.9858,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3163-003,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,33,4,21,20194,16,APRIL,2015,**CONFIDENTIAL**,3,20194,16,APRIL,2015,**CONFIDENTIAL**,30,20195,17,APRIL,2015,104,8022016,8,FEBRUARY,2016,YES
0727-001,727,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,8010.8511,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3163-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,31,4,11,20193,15,APRIL,2015,**CONFIDENTIAL**,3,20194,16,APRIL,2015,**CONFIDENTIAL**,30,20197,19,APRIL,2015,104,9022016,9,FEBRUARY,2016,YES
0728-001,728,1,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,19604004,,,9103.4688,1,MWANZA,MWANZA,3,NYAMAGANA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3163-103,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,10,12,46,20471,18,JANUARY,2016,**CONFIDENTIAL**,7,20471,18,JANUARY,2016,**CONFIDENTIAL**,10,20472,19,JANUARY,2016,,,,,,YES
0729-001,729,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,7756.2339,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3164-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,32,3,56,20192,14,APRIL,2015,**CONFIDENTIAL**,3,20192,14,APRIL,2015,**CONFIDENTIAL**,30,20194,16,APRIL,2015,104,4022016,4,FEBRUARY,2016,YES
0729-003,729,3,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,8282.9639,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3164-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,35,4,10,20192,14,APRIL,2015,**CONFIDENTIAL**,3,20193,15,APRIL,2015,**CONFIDENTIAL**,30,20194,16,APRIL,2015,104,3022016,3,FEBRUARY,2016,YES
0729-004,729,4,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,8482.7988,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3164-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,35,5,0,20193,15,APRIL,2015,**CONFIDENTIAL**,3,20194,16,APRIL,2015,**CONFIDENTIAL**,30,20195,17,APRIL,2015,104,4022016,4,FEBRUARY,2016,YES
0731-001,731,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,4992.1748,1,GEITA,GEITA,1,GEITA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3164-006,ORIGINAL HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,71,3,11,20481,28,JANUARY,2016,**CONFIDENTIAL**,7,20481,28,JANUARY,2016,**CONFIDENTIAL**,10,20482,29,JANUARY,2016,,,,,,YES
0732-001,732,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,18348.078,1,GEITA,GEITA,1,GEITA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3165-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,10,8,22,20480,27,JANUARY,2016,**CONFIDENTIAL**,7,20480,27,JANUARY,2016,**CONFIDENTIAL**,10,20481,28,JANUARY,2016,,,,,,YES
0733-001,733,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,8789.4014,1,GEITA,GEITA,1,GEITA,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,3,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3166-007,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,35,6,25,20192,14,APRIL,2015,**CONFIDENTIAL**,3,20194,16,APRIL,2015,**CONFIDENTIAL**,30,20195,17,APRIL,2015,104,5022016,5,FEBRUARY,2016,YES
0734-001,734,1,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,17677.979,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3166-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,34,4,46,20192,14,APRIL,2015,**CONFIDENTIAL**,3,20193,15,APRIL,2015,**CONFIDENTIAL**,30,20194,16,APRIL,2015,104,4022016,4,FEBRUARY,2016,YES
0735-001,735,1,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,19604004,,,3239.7615,1,GEITA,GEITA,1,GEITA,213,**CONFIDENTIAL**,0,**CONFIDENTIAL**,352,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3166-006,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,33,7,5,20196,18,APRIL,2015,**CONFIDENTIAL**,3,20196,18,APRIL,2015,**CONFIDENTIAL**,30,20196,18,APRIL,2015,104,8022016,8,FEBRUARY,2016,YES
0736-001,736,1,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,19604004,,,7114.3867,1,GEITA,GEITA,1,GEITA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,N/A,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,32,3,19,20195,17,APRIL,2015,**CONFIDENTIAL**,3,20197,19,APRIL,2015,**CONFIDENTIAL**,30,20197,19,APRIL,2015,104,9022016,9,FEBRUARY,2016,YES
0736-003,736,3,RURAL,MAINLAND RURAL,TANGA - URBAN,19604004,,,9527.9385,1,GEITA,GEITA,1,GEITA,41,**CONFIDENTIAL**,0,**CONFIDENTIAL**,34,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,N/A,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,35,4,38,20195,17,APRIL,2015,**CONFIDENTIAL**,3,20196,18,APRIL,2015,**CONFIDENTIAL**,30,20198,20,APRIL,2015,104,11022016,11,FEBRUARY,2016,YES
0737-001,737,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,30703.451,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,42,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3250-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,32,3,19,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,3,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,30,20041,14,NOVEMBER,2014,102,28012016,28,JANUARY,2016,YES
0738-001,738,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,10146.886,1,GEITA,GEITA,1,GEITA,23,**CONFIDENTIAL**,0,**CONFIDENTIAL**,26,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3251-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,71,8,32,20121,2,FEBRUARY,2015,**CONFIDENTIAL**,7,20121,2,FEBRUARY,2015,**CONFIDENTIAL**,70,20123,4,FEBRUARY,2015,,,,,,YES
0739-001,739,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,32166.402,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,4,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3252-001,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,30,3,29,20405,13,NOVEMBER,2015,**CONFIDENTIAL**,3,20405,13,NOVEMBER,2015,**CONFIDENTIAL**,30,20405,13,NOVEMBER,2015,102,28012016,28,JANUARY,2016,YES
0740-001,740,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,27676.711,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,44,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3253-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,31,3,58,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,3,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,30,20041,14,NOVEMBER,2014,102,29012016,29,JANUARY,2016,YES
0740-003,740,3,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,24289.43,1,MARA,MARA,7,BUTIAMA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3253-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,31,3,24,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,3,20044,17,NOVEMBER,2014,**CONFIDENTIAL**,30,20044,17,NOVEMBER,2014,102,4022016,4,FEBRUARY,2016,YES
0741-001,741,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,35716.746,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,42,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3254-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,33,3,48,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,3,20042,15,NOVEMBER,2014,**CONFIDENTIAL**,30,20042,15,NOVEMBER,2014,102,29012016,29,JANUARY,2016,YES
0742-001,742,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,3907.6047,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,42,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3255-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,34,3,10,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,3,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,30,20041,14,NOVEMBER,2014,102,28012016,28,JANUARY,2016,YES
0742-006,742,6,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,6496.2886,1,MARA,MARA,5,MUSOMA MJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3255-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,6,YES,**CONFIDENTIAL**,34,6,0,20044,17,NOVEMBER,2014,**CONFIDENTIAL**,3,20045,18,NOVEMBER,2014,**CONFIDENTIAL**,30,20045,18,NOVEMBER,2014,102,5022016,5,FEBRUARY,2016,YES
0743-001,743,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,6245.4624,1,KAGERA,KAGERA,6,BUKOBA VIJIJINI,351,**CONFIDENTIAL**,0,**CONFIDENTIAL**,32,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3255-003,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,72,10,11,20130,11,FEBRUARY,2015,**CONFIDENTIAL**,7,20130,11,FEBRUARY,2015,**CONFIDENTIAL**,70,20131,12,FEBRUARY,2015,,,,,,YES
0744-001,744,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,8435.5635,1,MARA,MARA,7,BUTIAMA,231,**CONFIDENTIAL**,0,**CONFIDENTIAL**,45,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3256-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,31,7,0,20043,15,NOVEMBER,2014,**CONFIDENTIAL**,3,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,30,20043,16,NOVEMBER,2014,102,3022016,3,FEBRUARY,2016,YES
0744-003,744,3,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,17289.02,1,ARUSHA,ARUSHA,3,ARUSHA MJINI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3256-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,15,6,58,20147,28,FEBRUARY,2015,**CONFIDENTIAL**,1,20147,28,FEBRUARY,2015,**CONFIDENTIAL**,10,20148,1,MARCH,2015,,,,,,YES
0744-005,744,5,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,9009.4424,1,MARA,MARA,7,BUTIAMA,231,**CONFIDENTIAL**,0,**CONFIDENTIAL**,45,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3256-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,7,YES,**CONFIDENTIAL**,34,7,19,20042,15,NOVEMBER,2014,**CONFIDENTIAL**,3,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,30,20043,16,NOVEMBER,2014,102,4022016,4,FEBRUARY,2016,YES
0745-001,745,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,33324.344,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3257-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,32,3,51,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,3,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,30,20043,16,NOVEMBER,2014,102,3022016,3,FEBRUARY,2016,YES
0746-001,746,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,32076.164,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3258-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,33,3,30,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,3,20042,15,NOVEMBER,2014,**CONFIDENTIAL**,30,20042,15,NOVEMBER,2014,102,2022016,2,FEBRUARY,2016,YES
0747-001,747,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,16326.936,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,33,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3259-005,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,34,6,23,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,3,20042,15,NOVEMBER,2014,**CONFIDENTIAL**,30,20042,15,NOVEMBER,2014,102,1022016,1,FEBRUARY,2016,YES
0748-001,748,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,7888.9751,1,MARA,MARA,7,BUTIAMA,241,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3259-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,35,3,10,20040,13,NOVEMBER,2014,**CONFIDENTIAL**,3,20041,14,NOVEMBER,2014,**CONFIDENTIAL**,30,20042,15,NOVEMBER,2014,102,2022016,2,FEBRUARY,2016,YES
0748-006,748,6,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,8784.3574,1,MARA,MARA,7,BUTIAMA,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3259-002,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,6,YES,**CONFIDENTIAL**,33,4,0,20043,16,NOVEMBER,2014,**CONFIDENTIAL**,3,20044,17,NOVEMBER,2014,**CONFIDENTIAL**,30,20044,17,NOVEMBER,2014,102,4022016,4,FEBRUARY,2016,YES
0749-001,749,1,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,4599.2837,1,GEITA,GEITA,4,BUKOMBE,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3260-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,74,3,36,20160,13,MARCH,2015,**CONFIDENTIAL**,7,20161,14,MARCH,2015,**CONFIDENTIAL**,70,20161,14,MARCH,2015,,,,,,YES
0749-002,749,2,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,4721.0166,1,GEITA,GEITA,4,BUKOMBE,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3260-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,2,YES,**CONFIDENTIAL**,72,3,0,20160,13,MARCH,2015,**CONFIDENTIAL**,7,20160,13,MARCH,2015,**CONFIDENTIAL**,70,20160,13,MARCH,2015,,,,,,YES
0749-003,749,3,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,2299.6418,1,GEITA,GEITA,3,MBOGWE,23,**CONFIDENTIAL**,0,**CONFIDENTIAL**,324,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3260-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,3,YES,**CONFIDENTIAL**,73,8,38,20160,13,MARCH,2015,**CONFIDENTIAL**,7,20160,13,MARCH,2015,**CONFIDENTIAL**,70,20160,13,MARCH,2015,,,,,,YES
0750-001,750,1,URBAN,MAINLAND OTHER URBAN,TANGA - URBAN,20324004,,,2869.8542,1,GEITA,GEITA,3,MBOGWE,23,**CONFIDENTIAL**,0,**CONFIDENTIAL**,324,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3260-003,ORIGINAL HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,1,YES,**CONFIDENTIAL**,75,8,48,20160,13,MARCH,2015,**CONFIDENTIAL**,7,20161,14,MARCH,2015,**CONFIDENTIAL**,70,20161,14,MARCH,2015,,,,,,YES
0751-001,751,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,5203.4414,1,GEITA,GEITA,2,NYANG'HWALE,111,**CONFIDENTIAL**,0,**CONFIDENTIAL**,21,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3261-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,71,5,42,20161,14,MARCH,2015,**CONFIDENTIAL**,7,20161,14,MARCH,2015,**CONFIDENTIAL**,70,20161,14,MARCH,2015,,,,,,YES
0752-001,752,1,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,11427.035,1,MWANZA,MWANZA,7,MISUNGWI,171,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3261-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,21,6,55,20161,14,MARCH,2015,**CONFIDENTIAL**,2,20163,16,MARCH,2015,**CONFIDENTIAL**,20,20165,18,MARCH,2015,,,,,,YES
