"occ","y4_hhid","indidy4","ag01_01","ag01_02","ag01_03","ag01_04"
3,"8280-001",3,"**CONFIDENTIAL**",6,2,
4,"8280-001",4,"**CONFIDENTIAL**",2,1,
1,"8281-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"8281-001",2,"**CONFIDENTIAL**",29,2,
3,"8281-001",3,"**CONFIDENTIAL**",9,2,
4,"8281-001",4,"**CONFIDENTIAL**",6,1,
5,"8281-001",5,"**CONFIDENTIAL**",87,1,
6,"8281-001",6,"**CONFIDENTIAL**",75,2,
7,"8281-001",7,"**CONFIDENTIAL**",29,1,
8,"8281-001",8,"**CONFIDENTIAL**",25,1,
9,"8281-001",9,"**CONFIDENTIAL**",46,1,
1,"8282-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"8282-001",2,"**CONFIDENTIAL**",29,2,
3,"8282-001",3,"**CONFIDENTIAL**",41,2,
4,"8282-001",4,"**CONFIDENTIAL**",9,1,
5,"8282-001",5,"**CONFIDENTIAL**",5,1,
1,"8283-001",1,"**CONFIDENTIAL**",73,2,"X"
2,"8283-001",2,"**CONFIDENTIAL**",10,1,
1,"8284-001",1,"**CONFIDENTIAL**",59,2,"X"
2,"8284-001",2,"**CONFIDENTIAL**",16,2,
3,"8284-001",3,"**CONFIDENTIAL**",15,2,
4,"8284-001",4,"**CONFIDENTIAL**",10,2,
5,"8284-001",5,"**CONFIDENTIAL**",3,2,
6,"8284-001",6,"**CONFIDENTIAL**",0,1,
1,"8285-001",1,"**CONFIDENTIAL**",33,2,"X"
2,"8285-001",2,"**CONFIDENTIAL**",11,1,
3,"8285-001",3,"**CONFIDENTIAL**",9,2,
4,"8285-001",4,"**CONFIDENTIAL**",3,2,
1,"8297-001",1,"**CONFIDENTIAL**",62,1,"X"
2,"8297-001",2,"**CONFIDENTIAL**",47,2,
3,"8297-001",3,"**CONFIDENTIAL**",21,1,
4,"8297-001",4,"**CONFIDENTIAL**",8,1,
5,"8297-001",5,"**CONFIDENTIAL**",11,2,
1,"8299-001",1,"**CONFIDENTIAL**",59,1,"X"
2,"8299-001",2,"**CONFIDENTIAL**",37,2,
3,"8299-001",3,"**CONFIDENTIAL**",17,1,
4,"8299-001",4,"**CONFIDENTIAL**",13,1,
5,"8299-001",5,"**CONFIDENTIAL**",9,1,
1,"8315-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"8315-001",2,"**CONFIDENTIAL**",28,2,
3,"8315-001",3,"**CONFIDENTIAL**",16,1,
4,"8315-001",4,"**CONFIDENTIAL**",11,2,
5,"8315-001",5,"**CONFIDENTIAL**",7,2,
6,"8315-001",6,"**CONFIDENTIAL**",10,2,
7,"8315-001",7,"**CONFIDENTIAL**",2,1,
1,"8316-001",1,"**CONFIDENTIAL**",28,1,
2,"8316-001",2,"**CONFIDENTIAL**",24,2,"X"
3,"8316-001",3,"**CONFIDENTIAL**",6,1,
4,"8316-001",4,"**CONFIDENTIAL**",2,2,
1,"8317-001",1,"**CONFIDENTIAL**",35,2,"X"
2,"8317-001",2,"**CONFIDENTIAL**",11,2,
3,"8317-001",3,"**CONFIDENTIAL**",8,2,
4,"8317-001",4,"**CONFIDENTIAL**",4,1,
1,"8318-001",1,"**CONFIDENTIAL**",26,1,"X"
2,"8318-001",2,"**CONFIDENTIAL**",25,2,"X"
3,"8318-001",3,"**CONFIDENTIAL**",1,2,
1,"8320-001",1,"**CONFIDENTIAL**",65,2,"X"
2,"8320-001",2,"**CONFIDENTIAL**",20,2,"X"
1,"8321-001",1,"**CONFIDENTIAL**",64,1,
2,"8321-001",2,"**CONFIDENTIAL**",60,2,"X"
3,"8321-001",3,"**CONFIDENTIAL**",30,2,
4,"8321-001",4,"**CONFIDENTIAL**",17,1,
5,"8321-001",5,"**CONFIDENTIAL**",0,1,
1,"8323-001",1,"**CONFIDENTIAL**",29,2,"X"
2,"8323-001",2,"**CONFIDENTIAL**",8,2,
3,"8323-001",3,"**CONFIDENTIAL**",6,2,
4,"8323-001",4,"**CONFIDENTIAL**",1,1,
1,"8325-001",1,"**CONFIDENTIAL**",40,1,
2,"8325-001",2,"**CONFIDENTIAL**",35,2,"X"
3,"8325-001",3,"**CONFIDENTIAL**",17,1,
4,"8325-001",4,"**CONFIDENTIAL**",10,2,
5,"8325-001",5,"**CONFIDENTIAL**",4,1,
6,"8325-001",6,"**CONFIDENTIAL**",1,1,
1,"8334-001",1,"**CONFIDENTIAL**",34,1,"X"
2,"8334-001",2,"**CONFIDENTIAL**",25,2,
3,"8334-001",3,"**CONFIDENTIAL**",9,2,
4,"8334-001",4,"**CONFIDENTIAL**",5,2,
5,"8334-001",5,"**CONFIDENTIAL**",3,1,
6,"8334-001",6,"**CONFIDENTIAL**",70,1,
1,"8335-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"8335-001",2,"**CONFIDENTIAL**",23,2,
3,"8335-001",3,"**CONFIDENTIAL**",4,1,
4,"8335-001",4,"**CONFIDENTIAL**",0,2,
1,"8336-001",1,"**CONFIDENTIAL**",75,1,"X"
2,"8336-001",2,"**CONFIDENTIAL**",67,2,"X"
1,"8337-001",1,"**CONFIDENTIAL**",45,2,"X"
2,"8337-001",2,"**CONFIDENTIAL**",20,2,"X"
3,"8337-001",3,"**CONFIDENTIAL**",9,1,
4,"8337-001",4,"**CONFIDENTIAL**",7,1,
5,"8337-001",5,"**CONFIDENTIAL**",1,1,
1,"8338-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"8338-001",2,"**CONFIDENTIAL**",38,2,
3,"8338-001",3,"**CONFIDENTIAL**",17,2,
4,"8338-001",4,"**CONFIDENTIAL**",14,1,
5,"8338-001",5,"**CONFIDENTIAL**",7,1,
6,"8338-001",6,"**CONFIDENTIAL**",2,1,
1,"8339-001",1,"**CONFIDENTIAL**",23,1,"X"
2,"8339-001",2,"**CONFIDENTIAL**",23,2,
3,"8339-001",3,"**CONFIDENTIAL**",6,1,
4,"8339-001",4,"**CONFIDENTIAL**",1,1,
1,"8340-001",1,"**CONFIDENTIAL**",47,1,"X"
2,"8340-001",2,"**CONFIDENTIAL**",35,2,
3,"8340-001",3,"**CONFIDENTIAL**",8,2,
4,"8340-001",4,"**CONFIDENTIAL**",6,1,
5,"8340-001",5,"**CONFIDENTIAL**",4,2,
6,"8340-001",6,"**CONFIDENTIAL**",1,1,
1,"8341-001",1,"**CONFIDENTIAL**",24,1,"X"
2,"8341-001",2,"**CONFIDENTIAL**",18,2,"X"
3,"8341-001",3,"**CONFIDENTIAL**",3,1,
4,"8341-001",4,"**CONFIDENTIAL**",1,1,
1,"8353-001",1,"**CONFIDENTIAL**",27,2,"X"
2,"8353-001",2,"**CONFIDENTIAL**",6,2,
3,"8353-001",3,"**CONFIDENTIAL**",5,2,
1,"8354-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"8354-001",2,"**CONFIDENTIAL**",36,2,"X"
3,"8354-001",3,"**CONFIDENTIAL**",13,1,
4,"8354-001",4,"**CONFIDENTIAL**",11,2,
5,"8354-001",5,"**CONFIDENTIAL**",7,2,
6,"8354-001",6,"**CONFIDENTIAL**",4,2,
7,"8354-001",7,"**CONFIDENTIAL**",4,1,
8,"8354-001",8,"**CONFIDENTIAL**",1,2,
9,"8354-001",9,"**CONFIDENTIAL**",0,1,
1,"8355-001",1,"**CONFIDENTIAL**",42,1,"X"
2,"8355-001",2,"**CONFIDENTIAL**",36,2,
3,"8355-001",3,"**CONFIDENTIAL**",20,2,
4,"8355-001",4,"**CONFIDENTIAL**",16,2,
5,"8355-001",5,"**CONFIDENTIAL**",13,1,
6,"8355-001",6,"**CONFIDENTIAL**",8,2,
7,"8355-001",7,"**CONFIDENTIAL**",6,2,
8,"8355-001",8,"**CONFIDENTIAL**",5,2,
9,"8355-001",9,"**CONFIDENTIAL**",2,1,
10,"8355-001",10,"**CONFIDENTIAL**",18,2,
11,"8355-001",11,"**CONFIDENTIAL**",2,2,
12,"8355-001",12,"**CONFIDENTIAL**",1,2,
13,"8355-001",13,"**CONFIDENTIAL**",0,1,
14,"8355-001",14,"**CONFIDENTIAL**",20,1,
1,"8356-001",1,"**CONFIDENTIAL**",70,1,"X"
2,"8356-001",2,"**CONFIDENTIAL**",55,2,
3,"8356-001",3,"**CONFIDENTIAL**",38,1,"X"
4,"8356-001",4,"**CONFIDENTIAL**",32,1,"X"
5,"8356-001",5,"**CONFIDENTIAL**",26,1,
6,"8356-001",6,"**CONFIDENTIAL**",25,2,
7,"8356-001",7,"**CONFIDENTIAL**",11,2,
8,"8356-001",8,"**CONFIDENTIAL**",9,2,
1,"8357-001",1,"**CONFIDENTIAL**",66,1,"X"
2,"8357-001",2,"**CONFIDENTIAL**",50,2,
3,"8357-001",3,"**CONFIDENTIAL**",19,1,
4,"8357-001",4,"**CONFIDENTIAL**",16,2,
5,"8357-001",5,"**CONFIDENTIAL**",11,1,
1,"8358-001",1,"**CONFIDENTIAL**",29,2,"X"
2,"8358-001",2,"**CONFIDENTIAL**",11,1,
3,"8358-001",3,"**CONFIDENTIAL**",9,1,
4,"8358-001",4,"**CONFIDENTIAL**",7,2,
5,"8358-001",5,"**CONFIDENTIAL**",6,1,
6,"8358-001",6,"**CONFIDENTIAL**",4,1,
7,"8358-001",7,"**CONFIDENTIAL**",1,1,
1,"8359-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"8359-001",2,"**CONFIDENTIAL**",36,2,
3,"8359-001",3,"**CONFIDENTIAL**",17,1,
4,"8359-001",4,"**CONFIDENTIAL**",15,1,
5,"8359-001",5,"**CONFIDENTIAL**",12,1,
6,"8359-001",6,"**CONFIDENTIAL**",11,2,
7,"8359-001",7,"**CONFIDENTIAL**",6,2,
8,"8359-001",8,"**CONFIDENTIAL**",5,2,
9,"8359-001",9,"**CONFIDENTIAL**",2,2,
10,"8359-001",10,"**CONFIDENTIAL**",19,1,
11,"8359-001",11,"**CONFIDENTIAL**",15,2,
1,"8360-001",1,"**CONFIDENTIAL**",38,1,
2,"8360-001",2,"**CONFIDENTIAL**",29,2,"X"
3,"8360-001",3,"**CONFIDENTIAL**",3,1,
4,"8360-001",4,"**CONFIDENTIAL**",2,1,
5,"8360-001",5,"**CONFIDENTIAL**",6,2,
6,"8360-001",6,"**CONFIDENTIAL**",68,1,
1,"8372-001",1,"**CONFIDENTIAL**",25,1,
2,"8372-001",2,"**CONFIDENTIAL**",22,2,"X"
3,"8372-001",3,"**CONFIDENTIAL**",4,2,
4,"8372-001",4,"**CONFIDENTIAL**",1,2,
5,"8372-001",5,"**CONFIDENTIAL**",60,2,
6,"8372-001",6,"**CONFIDENTIAL**",17,2,
7,"8372-001",7,"**CONFIDENTIAL**",9,2,
8,"8372-001",8,"**CONFIDENTIAL**",3,2,
1,"8373-001",1,"**CONFIDENTIAL**",47,1,"X"
2,"8373-001",2,"**CONFIDENTIAL**",41,2,"X"
3,"8373-001",3,"**CONFIDENTIAL**",21,1,
4,"8373-001",4,"**CONFIDENTIAL**",18,1,
5,"8373-001",5,"**CONFIDENTIAL**",15,2,
6,"8373-001",6,"**CONFIDENTIAL**",12,1,
7,"8373-001",7,"**CONFIDENTIAL**",9,1,
8,"8373-001",8,"**CONFIDENTIAL**",6,1,
9,"8373-001",9,"**CONFIDENTIAL**",12,1,
10,"8373-001",10,"**CONFIDENTIAL**",16,2,
11,"8373-001",11,"**CONFIDENTIAL**",5,1,
12,"8373-001",12,"**CONFIDENTIAL**",3,2,
13,"8373-001",13,"**CONFIDENTIAL**",51,1,
1,"8374-001",1,"**CONFIDENTIAL**",44,1,"X"
2,"8374-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"8374-001",3,"**CONFIDENTIAL**",4,2,
4,"8374-001",4,"**CONFIDENTIAL**",13,1,
5,"8374-001",5,"**CONFIDENTIAL**",11,2,
6,"8374-001",6,"**CONFIDENTIAL**",6,2,
7,"8374-001",7,"**CONFIDENTIAL**",6,1,
8,"8374-001",8,"**CONFIDENTIAL**",2,2,
1,"8375-001",1,"**CONFIDENTIAL**",34,2,"X"
2,"8375-001",2,"**CONFIDENTIAL**",5,2,
3,"8375-001",3,"**CONFIDENTIAL**",2,1,
1,"8376-001",1,"**CONFIDENTIAL**",53,1,"X"
2,"8376-001",2,"**CONFIDENTIAL**",52,2,
3,"8376-001",3,"**CONFIDENTIAL**",35,2,
4,"8376-001",4,"**CONFIDENTIAL**",21,1,
5,"8376-001",5,"**CONFIDENTIAL**",18,1,
6,"8376-001",6,"**CONFIDENTIAL**",15,1,
7,"8376-001",7,"**CONFIDENTIAL**",11,1,
8,"8376-001",8,"**CONFIDENTIAL**",6,2,
9,"8376-001",9,"**CONFIDENTIAL**",4,2,
10,"8376-001",10,"**CONFIDENTIAL**",5,1,
11,"8376-001",11,"**CONFIDENTIAL**",1,1,
1,"8377-001",1,"**CONFIDENTIAL**",47,1,"X"
2,"8377-001",2,"**CONFIDENTIAL**",42,2,
3,"8377-001",3,"**CONFIDENTIAL**",22,2,
4,"8377-001",4,"**CONFIDENTIAL**",17,2,
5,"8377-001",5,"**CONFIDENTIAL**",16,2,
6,"8377-001",6,"**CONFIDENTIAL**",13,2,
7,"8377-001",7,"**CONFIDENTIAL**",11,2,
8,"8377-001",8,"**CONFIDENTIAL**",10,2,
9,"8377-001",9,"**CONFIDENTIAL**",5,2,
10,"8377-001",10,"**CONFIDENTIAL**",3,2,
1,"8378-001",1,"**CONFIDENTIAL**",61,1,
2,"8378-001",2,"**CONFIDENTIAL**",51,2,"X"
3,"8378-001",3,"**CONFIDENTIAL**",24,2,
4,"8378-001",4,"**CONFIDENTIAL**",23,2,
5,"8378-001",5,"**CONFIDENTIAL**",18,2,"X"
6,"8378-001",6,"**CONFIDENTIAL**",13,2,
7,"8378-001",7,"**CONFIDENTIAL**",8,2,
8,"8378-001",8,"**CONFIDENTIAL**",11,2,
9,"8378-001",9,"**CONFIDENTIAL**",9,1,
10,"8378-001",10,"**CONFIDENTIAL**",6,1,
11,"8378-001",11,"**CONFIDENTIAL**",5,2,
1,"8379-001",1,"**CONFIDENTIAL**",25,1,"X"
2,"8379-001",2,"**CONFIDENTIAL**",21,2,
3,"8379-001",3,"**CONFIDENTIAL**",2,1,
1,"8391-001",1,"**CONFIDENTIAL**",75,1,
2,"8391-001",2,"**CONFIDENTIAL**",79,2,"X"
3,"8391-001",3,"**CONFIDENTIAL**",26,1,
4,"8391-001",4,"**CONFIDENTIAL**",13,2,
5,"8391-001",5,"**CONFIDENTIAL**",10,1,
6,"8391-001",6,"**CONFIDENTIAL**",9,1,
7,"8391-001",7,"**CONFIDENTIAL**",5,1,
8,"8391-001",8,"**CONFIDENTIAL**",1,2,
1,"8392-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"8392-001",2,"**CONFIDENTIAL**",32,2,"X"
3,"8392-001",3,"**CONFIDENTIAL**",14,2,
4,"8392-001",4,"**CONFIDENTIAL**",14,2,
5,"8392-001",5,"**CONFIDENTIAL**",11,2,
6,"8392-001",6,"**CONFIDENTIAL**",8,1,
7,"8392-001",7,"**CONFIDENTIAL**",4,1,
8,"8392-001",8,"**CONFIDENTIAL**",1,1,
1,"8393-001",1,"**CONFIDENTIAL**",46,2,"X"
2,"8393-001",2,"**CONFIDENTIAL**",20,1,
3,"8393-001",3,"**CONFIDENTIAL**",13,1,
4,"8393-001",4,"**CONFIDENTIAL**",9,1,
5,"8393-001",5,"**CONFIDENTIAL**",6,2,
1,"8394-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"8394-001",2,"**CONFIDENTIAL**",36,2,"X"
3,"8394-001",3,"**CONFIDENTIAL**",14,1,
4,"8394-001",4,"**CONFIDENTIAL**",12,1,
5,"8394-001",5,"**CONFIDENTIAL**",11,1,
6,"8394-001",6,"**CONFIDENTIAL**",5,1,
7,"8394-001",7,"**CONFIDENTIAL**",2,2,
1,"8395-001",1,"**CONFIDENTIAL**",68,2,
2,"8395-001",2,"**CONFIDENTIAL**",58,1,"X"
3,"8395-001",3,"**CONFIDENTIAL**",42,1,
4,"8395-001",4,"**CONFIDENTIAL**",12,1,
5,"8395-001",5,"**CONFIDENTIAL**",11,1,
1,"8396-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"8396-001",2,"**CONFIDENTIAL**",21,2,
3,"8396-001",3,"**CONFIDENTIAL**",1,1,
1,"8397-001",1,"**CONFIDENTIAL**",37,1,"X"
2,"8397-001",2,"**CONFIDENTIAL**",28,2,
3,"8397-001",3,"**CONFIDENTIAL**",7,2,
4,"8397-001",4,"**CONFIDENTIAL**",6,1,
5,"8397-001",5,"**CONFIDENTIAL**",3,2,
1,"8398-001",1,"**CONFIDENTIAL**",54,1,"X"
2,"8398-001",2,"**CONFIDENTIAL**",47,2,
3,"8398-001",3,"**CONFIDENTIAL**",19,1,
4,"8398-001",4,"**CONFIDENTIAL**",23,2,
5,"8398-001",5,"**CONFIDENTIAL**",15,2,
6,"8398-001",6,"**CONFIDENTIAL**",12,1,
7,"8398-001",7,"**CONFIDENTIAL**",8,2,
8,"8398-001",8,"**CONFIDENTIAL**",8,2,
9,"8398-001",9,"**CONFIDENTIAL**",5,1,
10,"8398-001",10,"**CONFIDENTIAL**",2,2,
11,"8398-001",11,"**CONFIDENTIAL**",0,2,
12,"8398-001",12,"**CONFIDENTIAL**",17,2,
13,"8398-001",13,"**CONFIDENTIAL**",28,1,
1,"8410-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"8410-001",2,"**CONFIDENTIAL**",27,2,"X"
3,"8410-001",3,"**CONFIDENTIAL**",6,1,
4,"8410-001",4,"**CONFIDENTIAL**",4,1,
5,"8410-001",5,"**CONFIDENTIAL**",2,2,
6,"8410-001",6,"**CONFIDENTIAL**",0,1,
1,"8411-001",1,"**CONFIDENTIAL**",31,1,"X"
2,"8411-001",2,"**CONFIDENTIAL**",24,2,
3,"8411-001",3,"**CONFIDENTIAL**",7,2,
4,"8411-001",4,"**CONFIDENTIAL**",6,2,
5,"8411-001",5,"**CONFIDENTIAL**",4,1,
6,"8411-001",6,"**CONFIDENTIAL**",2,1,
7,"8411-001",7,"**CONFIDENTIAL**",0,1,
1,"8412-001",1,"**CONFIDENTIAL**",32,1,"X"
2,"8412-001",2,"**CONFIDENTIAL**",30,2,"X"
1,"8413-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"8413-001",2,"**CONFIDENTIAL**",35,2,
3,"8413-001",3,"**CONFIDENTIAL**",5,2,
4,"8413-001",4,"**CONFIDENTIAL**",2,1,
5,"8413-001",5,"**CONFIDENTIAL**",0,2,
1,"8414-001",1,"**CONFIDENTIAL**",36,1,
2,"8414-001",2,"**CONFIDENTIAL**",28,2,"X"
3,"8414-001",3,"**CONFIDENTIAL**",14,2,
4,"8414-001",4,"**CONFIDENTIAL**",8,2,
5,"8414-001",5,"**CONFIDENTIAL**",11,1,
6,"8414-001",6,"**CONFIDENTIAL**",6,1,
7,"8414-001",7,"**CONFIDENTIAL**",4,1,
1,"8415-001",1,"**CONFIDENTIAL**",57,1,"X"
2,"8415-001",2,"**CONFIDENTIAL**",48,2,
3,"8415-001",3,"**CONFIDENTIAL**",28,1,
4,"8415-001",4,"**CONFIDENTIAL**",19,1,
5,"8415-001",5,"**CONFIDENTIAL**",16,1,
6,"8415-001",6,"**CONFIDENTIAL**",9,2,
7,"8415-001",7,"**CONFIDENTIAL**",7,1,
8,"8415-001",8,"**CONFIDENTIAL**",3,1,
9,"8415-001",9,"**CONFIDENTIAL**",0,1,
10,"8415-001",10,"**CONFIDENTIAL**",23,2,
1,"8416-001",1,"**CONFIDENTIAL**",51,1,
2,"8416-001",2,"**CONFIDENTIAL**",45,2,"X"
3,"8416-001",3,"**CONFIDENTIAL**",14,2,
4,"8416-001",4,"**CONFIDENTIAL**",9,2,
5,"8416-001",5,"**CONFIDENTIAL**",5,2,
6,"8416-001",6,"**CONFIDENTIAL**",3,2,
1,"8417-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"8417-001",2,"**CONFIDENTIAL**",28,1,
3,"8417-001",3,"**CONFIDENTIAL**",16,2,
4,"8417-001",4,"**CONFIDENTIAL**",13,1,
5,"8417-001",5,"**CONFIDENTIAL**",22,1,
6,"8417-001",6,"**CONFIDENTIAL**",15,2,
1,"8429-001",1,"**CONFIDENTIAL**",31,1,"X"
2,"8429-001",2,"**CONFIDENTIAL**",26,2,"X"
3,"8429-001",3,"**CONFIDENTIAL**",8,2,
4,"8429-001",4,"**CONFIDENTIAL**",6,2,
5,"8429-001",5,"**CONFIDENTIAL**",3,1,
6,"8429-001",6,"**CONFIDENTIAL**",1,2,
1,"8430-001",1,"**CONFIDENTIAL**",79,1,
2,"8430-001",2,"**CONFIDENTIAL**",72,2,
3,"8430-001",3,"**CONFIDENTIAL**",26,1,
4,"8430-001",4,"**CONFIDENTIAL**",23,1,"X"
5,"8430-001",5,"**CONFIDENTIAL**",21,1,
6,"8430-001",6,"**CONFIDENTIAL**",18,2,
7,"8430-001",7,"**CONFIDENTIAL**",16,2,
8,"8430-001",8,"**CONFIDENTIAL**",29,1,
1,"8432-001",1,"**CONFIDENTIAL**",28,1,"X"
2,"8432-001",2,"**CONFIDENTIAL**",22,2,
3,"8432-001",3,"**CONFIDENTIAL**",15,2,
4,"8432-001",4,"**CONFIDENTIAL**",10,2,
5,"8432-001",5,"**CONFIDENTIAL**",4,1,
6,"8432-001",6,"**CONFIDENTIAL**",2,2,
7,"8432-001",7,"**CONFIDENTIAL**",0,1,
1,"8433-001",1,"**CONFIDENTIAL**",30,1,
2,"8433-001",2,"**CONFIDENTIAL**",22,2,"X"
3,"8433-001",3,"**CONFIDENTIAL**",2,2,
1,"8434-001",1,"**CONFIDENTIAL**",48,1,"X"
2,"8434-001",2,"**CONFIDENTIAL**",43,2,
3,"8434-001",3,"**CONFIDENTIAL**",13,2,
4,"8434-001",4,"**CONFIDENTIAL**",9,1,
5,"8434-001",5,"**CONFIDENTIAL**",7,2,
6,"8434-001",6,"**CONFIDENTIAL**",5,2,
7,"8434-001",7,"**CONFIDENTIAL**",2,1,
1,"8435-001",1,"**CONFIDENTIAL**",32,2,"X"
2,"8435-001",2,"**CONFIDENTIAL**",9,1,
3,"8435-001",3,"**CONFIDENTIAL**",7,1,
1,"8436-001",1,"**CONFIDENTIAL**",24,1,"X"
2,"8436-001",2,"**CONFIDENTIAL**",20,2,
3,"8436-001",3,"**CONFIDENTIAL**",1,2,
1,"8448-001",1,"**CONFIDENTIAL**",53,1,
2,"8448-001",2,"**CONFIDENTIAL**",47,2,"X"
3,"8448-001",3,"**CONFIDENTIAL**",22,1,
4,"8448-001",4,"**CONFIDENTIAL**",17,1,
5,"8448-001",5,"**CONFIDENTIAL**",15,2,
6,"8448-001",6,"**CONFIDENTIAL**",12,1,
7,"8448-001",7,"**CONFIDENTIAL**",9,1,
8,"8448-001",8,"**CONFIDENTIAL**",5,1,
9,"8448-001",9,"**CONFIDENTIAL**",0,2,
10,"8448-001",10,"**CONFIDENTIAL**",8,1,
11,"8448-001",11,"**CONFIDENTIAL**",18,1,
12,"8448-001",12,"**CONFIDENTIAL**",20,2,
13,"8448-001",13,"**CONFIDENTIAL**",20,2,
14,"8448-001",14,"**CONFIDENTIAL**",1,2,
15,"8448-001",15,"**CONFIDENTIAL**",0,2,
1,"8449-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"8449-001",2,"**CONFIDENTIAL**",25,2,"X"
3,"8449-001",3,"**CONFIDENTIAL**",6,1,
4,"8449-001",4,"**CONFIDENTIAL**",3,1,
5,"8449-001",5,"**CONFIDENTIAL**",0,2,
1,"8450-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"8450-001",2,"**CONFIDENTIAL**",27,2,
3,"8450-001",3,"**CONFIDENTIAL**",7,1,
4,"8450-001",4,"**CONFIDENTIAL**",7,1,
5,"8450-001",5,"**CONFIDENTIAL**",4,2,
1,"8451-001",1,"**CONFIDENTIAL**",75,1,"X"
2,"8451-001",2,"**CONFIDENTIAL**",58,2,
3,"8451-001",3,"**CONFIDENTIAL**",22,1,"X"
4,"8451-001",4,"**CONFIDENTIAL**",20,2,
5,"8451-001",5,"**CONFIDENTIAL**",2,2,
6,"8451-001",6,"**CONFIDENTIAL**",0,1,
7,"8451-001",7,"**CONFIDENTIAL**",6,1,
8,"8451-001",8,"**CONFIDENTIAL**",4,2,
9,"8451-001",9,"**CONFIDENTIAL**",1,2,
10,"8451-001",10,"**CONFIDENTIAL**",4,2,
1,"8452-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"8452-001",2,"**CONFIDENTIAL**",37,2,
3,"8452-001",3,"**CONFIDENTIAL**",17,2,
4,"8452-001",4,"**CONFIDENTIAL**",13,1,
5,"8452-001",5,"**CONFIDENTIAL**",10,1,
6,"8452-001",6,"**CONFIDENTIAL**",8,1,
7,"8452-001",7,"**CONFIDENTIAL**",1,2,
1,"8453-001",1,"**CONFIDENTIAL**",42,1,"X"
2,"8453-001",2,"**CONFIDENTIAL**",24,2,"X"
3,"8453-001",3,"**CONFIDENTIAL**",9,2,
4,"8453-001",4,"**CONFIDENTIAL**",8,1,
5,"8453-001",5,"**CONFIDENTIAL**",6,2,
6,"8453-001",6,"**CONFIDENTIAL**",5,1,
7,"8453-001",7,"**CONFIDENTIAL**",2,2,
8,"8453-001",8,"**CONFIDENTIAL**",0,2,
9,"8453-001",9,"**CONFIDENTIAL**",83,1,
1,"8454-001",1,"**CONFIDENTIAL**",79,2,"X"
2,"8454-001",2,"**CONFIDENTIAL**",19,1,
3,"8454-001",3,"**CONFIDENTIAL**",18,1,
4,"8454-001",4,"**CONFIDENTIAL**",18,1,
5,"8454-001",5,"**CONFIDENTIAL**",17,1,
6,"8454-001",6,"**CONFIDENTIAL**",15,1,
7,"8454-001",7,"**CONFIDENTIAL**",14,2,
8,"8454-001",8,"**CONFIDENTIAL**",13,2,
9,"8454-001",9,"**CONFIDENTIAL**",9,2,
10,"8454-001",10,"**CONFIDENTIAL**",5,1,
11,"8454-001",11,"**CONFIDENTIAL**",7,1,
12,"8454-001",12,"**CONFIDENTIAL**",6,2,
13,"8454-001",13,"**CONFIDENTIAL**",11,2,
1,"8455-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"8455-001",2,"**CONFIDENTIAL**",23,2,
3,"8455-001",3,"**CONFIDENTIAL**",2,2,
4,"8455-001",4,"**CONFIDENTIAL**",0,2,
5,"8455-001",5,"**CONFIDENTIAL**",60,1,
1,"8468-001",1,"**CONFIDENTIAL**",46,1,"X"
2,"8468-001",2,"**CONFIDENTIAL**",38,2,
3,"8468-001",3,"**CONFIDENTIAL**",16,1,
4,"8468-001",4,"**CONFIDENTIAL**",8,1,
1,"8471-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"8471-001",2,"**CONFIDENTIAL**",41,2,
3,"8471-001",3,"**CONFIDENTIAL**",21,1,
4,"8471-001",4,"**CONFIDENTIAL**",18,1,
5,"8471-001",5,"**CONFIDENTIAL**",15,2,
6,"8471-001",6,"**CONFIDENTIAL**",12,1,
7,"8471-001",7,"**CONFIDENTIAL**",20,2,
1,"8472-001",1,"**CONFIDENTIAL**",42,1,
2,"8472-001",2,"**CONFIDENTIAL**",23,2,"X"
3,"8472-001",3,"**CONFIDENTIAL**",37,2,
4,"8472-001",4,"**CONFIDENTIAL**",13,1,
5,"8472-001",5,"**CONFIDENTIAL**",11,1,
6,"8472-001",6,"**CONFIDENTIAL**",5,1,
7,"8472-001",7,"**CONFIDENTIAL**",4,2,
8,"8472-001",8,"**CONFIDENTIAL**",63,2,
1,"8476-001",1,"**CONFIDENTIAL**",64,1,"X"
2,"8476-001",2,"**CONFIDENTIAL**",54,2,
3,"8476-001",3,"**CONFIDENTIAL**",28,2,
