"occ","y4_hhid","indidy4","ag01_01","ag01_02","ag01_03","ag01_04"
6,"1840-001",6,"**CONFIDENTIAL**",1,2,
1,"1841-001",1,"**CONFIDENTIAL**",49,1,"X"
2,"1841-001",2,"**CONFIDENTIAL**",44,2,"X"
3,"1841-001",3,"**CONFIDENTIAL**",17,2,"X"
4,"1841-001",4,"**CONFIDENTIAL**",18,1,"X"
5,"1841-001",5,"**CONFIDENTIAL**",20,1,"X"
6,"1841-001",6,"**CONFIDENTIAL**",11,1,
7,"1841-001",7,"**CONFIDENTIAL**",9,1,
8,"1841-001",8,"**CONFIDENTIAL**",3,2,
9,"1841-001",9,"**CONFIDENTIAL**",3,2,
1,"1842-001",1,"**CONFIDENTIAL**",86,1,"X"
2,"1842-001",2,"**CONFIDENTIAL**",70,2,
1,"1843-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"1843-001",2,"**CONFIDENTIAL**",43,2,
3,"1843-001",3,"**CONFIDENTIAL**",23,1,
4,"1843-001",4,"**CONFIDENTIAL**",16,1,
5,"1843-001",5,"**CONFIDENTIAL**",11,1,
6,"1843-001",6,"**CONFIDENTIAL**",9,2,
7,"1843-001",7,"**CONFIDENTIAL**",6,1,
8,"1843-001",8,"**CONFIDENTIAL**",4,1,
1,"1855-001",1,"**CONFIDENTIAL**",25,1,
2,"1855-001",2,"**CONFIDENTIAL**",15,2,"X"
1,"1856-001",1,"**CONFIDENTIAL**",70,1,
2,"1856-001",2,"**CONFIDENTIAL**",63,2,"X"
3,"1856-001",3,"**CONFIDENTIAL**",14,2,
4,"1856-001",4,"**CONFIDENTIAL**",13,2,
5,"1856-001",5,"**CONFIDENTIAL**",4,1,
1,"1857-001",1,"**CONFIDENTIAL**",50,1,
2,"1857-001",2,"**CONFIDENTIAL**",41,2,"X"
3,"1857-001",3,"**CONFIDENTIAL**",18,1,
4,"1857-001",4,"**CONFIDENTIAL**",19,1,
5,"1857-001",5,"**CONFIDENTIAL**",11,1,
6,"1857-001",6,"**CONFIDENTIAL**",9,1,
7,"1857-001",7,"**CONFIDENTIAL**",9,1,
8,"1857-001",8,"**CONFIDENTIAL**",2,2,
1,"1858-001",1,"**CONFIDENTIAL**",28,1,"X"
2,"1858-001",2,"**CONFIDENTIAL**",26,2,
3,"1858-001",3,"**CONFIDENTIAL**",20,2,
4,"1858-001",4,"**CONFIDENTIAL**",8,1,
5,"1858-001",5,"**CONFIDENTIAL**",5,1,
6,"1858-001",6,"**CONFIDENTIAL**",2,2,
7,"1858-001",7,"**CONFIDENTIAL**",0,2,
8,"1858-001",8,"**CONFIDENTIAL**",86,1,
9,"1858-001",9,"**CONFIDENTIAL**",53,2,
1,"1859-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"1859-001",2,"**CONFIDENTIAL**",20,2,"X"
3,"1859-001",3,"**CONFIDENTIAL**",0,2,
1,"1860-001",1,"**CONFIDENTIAL**",41,1,
2,"1860-001",2,"**CONFIDENTIAL**",31,2,"X"
3,"1860-001",3,"**CONFIDENTIAL**",15,2,
4,"1860-001",4,"**CONFIDENTIAL**",12,1,
5,"1860-001",5,"**CONFIDENTIAL**",8,2,
6,"1860-001",6,"**CONFIDENTIAL**",4,1,
1,"1861-001",1,"**CONFIDENTIAL**",26,1,"X"
2,"1861-001",2,"**CONFIDENTIAL**",18,2,
3,"1861-001",3,"**CONFIDENTIAL**",3,1,
1,"1862-001",1,"**CONFIDENTIAL**",43,1,"X"
2,"1862-001",2,"**CONFIDENTIAL**",31,2,
3,"1862-001",3,"**CONFIDENTIAL**",11,2,
4,"1862-001",4,"**CONFIDENTIAL**",5,1,
5,"1862-001",5,"**CONFIDENTIAL**",1,1,
1,"1874-001",1,"**CONFIDENTIAL**",73,1,"X"
2,"1874-001",2,"**CONFIDENTIAL**",50,2,"X"
3,"1874-001",3,"**CONFIDENTIAL**",15,2,
4,"1874-001",4,"**CONFIDENTIAL**",13,1,
5,"1874-001",5,"**CONFIDENTIAL**",12,1,
6,"1874-001",6,"**CONFIDENTIAL**",7,2,
1,"1875-001",1,"**CONFIDENTIAL**",56,1,
2,"1875-001",2,"**CONFIDENTIAL**",36,2,"X"
3,"1875-001",3,"**CONFIDENTIAL**",20,1,
4,"1875-001",4,"**CONFIDENTIAL**",17,1,
5,"1875-001",5,"**CONFIDENTIAL**",15,1,
6,"1875-001",6,"**CONFIDENTIAL**",13,2,
7,"1875-001",7,"**CONFIDENTIAL**",10,2,
8,"1875-001",8,"**CONFIDENTIAL**",7,2,
9,"1875-001",9,"**CONFIDENTIAL**",4,2,
10,"1875-001",10,"**CONFIDENTIAL**",2,1,
11,"1875-001",11,"**CONFIDENTIAL**",0,1,
1,"1876-001",1,"**CONFIDENTIAL**",65,1,
2,"1876-001",2,"**CONFIDENTIAL**",55,2,
3,"1876-001",3,"**CONFIDENTIAL**",27,1,"X"
4,"1876-001",4,"**CONFIDENTIAL**",24,1,"X"
5,"1876-001",5,"**CONFIDENTIAL**",22,1,
6,"1876-001",6,"**CONFIDENTIAL**",16,1,
7,"1876-001",7,"**CONFIDENTIAL**",14,1,
8,"1876-001",8,"**CONFIDENTIAL**",13,1,
9,"1876-001",9,"**CONFIDENTIAL**",18,2,
10,"1876-001",10,"**CONFIDENTIAL**",10,2,
11,"1876-001",11,"**CONFIDENTIAL**",9,1,
12,"1876-001",12,"**CONFIDENTIAL**",6,1,
13,"1876-001",13,"**CONFIDENTIAL**",4,1,
14,"1876-001",14,"**CONFIDENTIAL**",3,1,
1,"1877-001",1,"**CONFIDENTIAL**",49,1,"X"
2,"1877-001",2,"**CONFIDENTIAL**",25,2,"X"
3,"1877-001",3,"**CONFIDENTIAL**",24,1,
4,"1877-001",4,"**CONFIDENTIAL**",13,1,
5,"1877-001",5,"**CONFIDENTIAL**",11,2,
6,"1877-001",6,"**CONFIDENTIAL**",8,2,
7,"1877-001",7,"**CONFIDENTIAL**",8,2,
8,"1877-001",8,"**CONFIDENTIAL**",1,1,
9,"1877-001",9,"**CONFIDENTIAL**",18,2,
1,"1879-001",1,"**CONFIDENTIAL**",95,2,
2,"1879-001",2,"**CONFIDENTIAL**",32,1,"X"
3,"1879-001",3,"**CONFIDENTIAL**",34,2,
4,"1879-001",4,"**CONFIDENTIAL**",14,1,
1,"1880-001",1,"**CONFIDENTIAL**",24,1,
2,"1880-001",2,"**CONFIDENTIAL**",19,2,"X"
3,"1880-001",3,"**CONFIDENTIAL**",2,1,
4,"1880-001",4,"**CONFIDENTIAL**",1,2,
1,"1881-001",1,"**CONFIDENTIAL**",46,1,
2,"1881-001",2,"**CONFIDENTIAL**",33,2,"X"
3,"1881-001",3,"**CONFIDENTIAL**",11,2,
4,"1881-001",4,"**CONFIDENTIAL**",4,2,
1,"1893-001",1,"**CONFIDENTIAL**",39,2,"X"
2,"1893-001",2,"**CONFIDENTIAL**",22,2,
3,"1893-001",3,"**CONFIDENTIAL**",20,2,
4,"1893-001",4,"**CONFIDENTIAL**",18,2,
5,"1893-001",5,"**CONFIDENTIAL**",8,1,
6,"1893-001",6,"**CONFIDENTIAL**",2,1,
7,"1893-001",7,"**CONFIDENTIAL**",24,1,
8,"1893-001",8,"**CONFIDENTIAL**",17,1,
1,"1896-001",1,"**CONFIDENTIAL**",46,1,"X"
2,"1896-001",2,"**CONFIDENTIAL**",38,2,
3,"1896-001",3,"**CONFIDENTIAL**",19,2,
4,"1896-001",4,"**CONFIDENTIAL**",15,1,
5,"1896-001",5,"**CONFIDENTIAL**",11,2,
6,"1896-001",6,"**CONFIDENTIAL**",5,2,
7,"1896-001",7,"**CONFIDENTIAL**",12,2,
1,"1898-001",1,"**CONFIDENTIAL**",36,1,
2,"1898-001",2,"**CONFIDENTIAL**",34,2,"X"
3,"1898-001",3,"**CONFIDENTIAL**",15,2,
4,"1898-001",4,"**CONFIDENTIAL**",9,1,
5,"1898-001",5,"**CONFIDENTIAL**",3,2,
1,"1899-001",1,"**CONFIDENTIAL**",64,1,"X"
2,"1899-001",2,"**CONFIDENTIAL**",56,2,
3,"1899-001",3,"**CONFIDENTIAL**",11,2,
4,"1899-001",4,"**CONFIDENTIAL**",10,1,
5,"1899-001",5,"**CONFIDENTIAL**",10,2,
6,"1899-001",6,"**CONFIDENTIAL**",6,2,
7,"1899-001",7,"**CONFIDENTIAL**",6,2,
8,"1899-001",8,"**CONFIDENTIAL**",23,1,
1,"1902-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"1902-001",2,"**CONFIDENTIAL**",31,2,
3,"1902-001",3,"**CONFIDENTIAL**",13,2,
4,"1902-001",4,"**CONFIDENTIAL**",8,1,
5,"1902-001",5,"**CONFIDENTIAL**",6,2,
6,"1902-001",6,"**CONFIDENTIAL**",3,1,
7,"1902-001",7,"**CONFIDENTIAL**",1,1,
8,"1902-001",8,"**CONFIDENTIAL**",10,2,
1,"1913-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"1913-001",2,"**CONFIDENTIAL**",29,2,
3,"1913-001",3,"**CONFIDENTIAL**",3,1,
1,"1931-001",1,"**CONFIDENTIAL**",72,2,"X"
2,"1931-001",2,"**CONFIDENTIAL**",4,1,
3,"1931-001",3,"**CONFIDENTIAL**",2,2,
1,"1932-001",1,"**CONFIDENTIAL**",38,1,
2,"1932-001",2,"**CONFIDENTIAL**",34,2,"X"
3,"1932-001",3,"**CONFIDENTIAL**",15,2,
4,"1932-001",4,"**CONFIDENTIAL**",13,2,
5,"1932-001",5,"**CONFIDENTIAL**",12,2,
6,"1932-001",6,"**CONFIDENTIAL**",8,1,
7,"1932-001",7,"**CONFIDENTIAL**",5,1,
8,"1932-001",8,"**CONFIDENTIAL**",17,2,
1,"1933-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"1933-001",2,"**CONFIDENTIAL**",24,2,
3,"1933-001",3,"**CONFIDENTIAL**",6,2,
4,"1933-001",4,"**CONFIDENTIAL**",4,1,
5,"1933-001",5,"**CONFIDENTIAL**",2,2,
1,"1934-001",1,"**CONFIDENTIAL**",39,2,"X"
2,"1934-001",2,"**CONFIDENTIAL**",16,1,
3,"1934-001",3,"**CONFIDENTIAL**",14,1,
4,"1934-001",4,"**CONFIDENTIAL**",11,1,
5,"1934-001",5,"**CONFIDENTIAL**",8,1,
6,"1934-001",6,"**CONFIDENTIAL**",5,1,
7,"1934-001",7,"**CONFIDENTIAL**",3,1,
8,"1934-001",8,"**CONFIDENTIAL**",4,2,
9,"1934-001",9,"**CONFIDENTIAL**",16,2,
1,"1935-001",1,"**CONFIDENTIAL**",28,1,"X"
2,"1935-001",2,"**CONFIDENTIAL**",27,2,
3,"1935-001",3,"**CONFIDENTIAL**",9,1,
4,"1935-001",4,"**CONFIDENTIAL**",7,2,
5,"1935-001",5,"**CONFIDENTIAL**",1,2,
6,"1935-001",6,"**CONFIDENTIAL**",15,1,
7,"1935-001",7,"**CONFIDENTIAL**",13,1,
8,"1935-001",8,"**CONFIDENTIAL**",24,2,
1,"1936-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"1936-001",2,"**CONFIDENTIAL**",21,1,"X"
3,"1936-001",3,"**CONFIDENTIAL**",18,2,
4,"1936-001",4,"**CONFIDENTIAL**",14,2,
5,"1936-001",5,"**CONFIDENTIAL**",11,1,
6,"1936-001",6,"**CONFIDENTIAL**",2,2,
7,"1936-001",7,"**CONFIDENTIAL**",0,1,
1,"1937-001",1,"**CONFIDENTIAL**",60,1,
2,"1937-001",2,"**CONFIDENTIAL**",40,2,"X"
3,"1937-001",3,"**CONFIDENTIAL**",13,1,
4,"1937-001",4,"**CONFIDENTIAL**",11,1,
5,"1937-001",5,"**CONFIDENTIAL**",8,1,
6,"1937-001",6,"**CONFIDENTIAL**",2,2,
7,"1937-001",7,"**CONFIDENTIAL**",4,2,
1,"1938-001",1,"**CONFIDENTIAL**",24,2,"X"
2,"1938-001",2,"**CONFIDENTIAL**",0,2,
3,"1938-001",3,"**CONFIDENTIAL**",24,2,
4,"1938-001",4,"**CONFIDENTIAL**",15,2,
1,"1950-001",1,"**CONFIDENTIAL**",55,1,
2,"1950-001",2,"**CONFIDENTIAL**",43,2,"X"
3,"1950-001",3,"**CONFIDENTIAL**",19,2,
4,"1950-001",4,"**CONFIDENTIAL**",14,1,
5,"1950-001",5,"**CONFIDENTIAL**",6,2,
6,"1950-001",6,"**CONFIDENTIAL**",0,1,
1,"1952-001",1,"**CONFIDENTIAL**",77,1,"X"
2,"1952-001",2,"**CONFIDENTIAL**",51,2,"X"
3,"1952-001",3,"**CONFIDENTIAL**",14,1,
4,"1952-001",4,"**CONFIDENTIAL**",19,1,
5,"1952-001",5,"**CONFIDENTIAL**",10,1,
6,"1952-001",6,"**CONFIDENTIAL**",13,1,
7,"1952-001",7,"**CONFIDENTIAL**",3,2,
8,"1952-001",8,"**CONFIDENTIAL**",2,2,
1,"1954-001",1,"**CONFIDENTIAL**",42,1,
2,"1954-001",2,"**CONFIDENTIAL**",32,2,"X"
3,"1954-001",3,"**CONFIDENTIAL**",16,1,
4,"1954-001",4,"**CONFIDENTIAL**",13,2,
5,"1954-001",5,"**CONFIDENTIAL**",7,1,
6,"1954-001",6,"**CONFIDENTIAL**",4,2,
7,"1954-001",7,"**CONFIDENTIAL**",1,2,
8,"1954-001",8,"**CONFIDENTIAL**",25,1,"X"
1,"1955-001",1,"**CONFIDENTIAL**",38,1,
2,"1955-001",2,"**CONFIDENTIAL**",34,2,"X"
3,"1955-001",3,"**CONFIDENTIAL**",17,2,
4,"1955-001",4,"**CONFIDENTIAL**",11,2,
5,"1955-001",5,"**CONFIDENTIAL**",10,2,
6,"1955-001",6,"**CONFIDENTIAL**",4,2,
7,"1955-001",7,"**CONFIDENTIAL**",14,2,
1,"1956-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"1956-001",2,"**CONFIDENTIAL**",40,2,
3,"1956-001",3,"**CONFIDENTIAL**",25,1,
4,"1956-001",4,"**CONFIDENTIAL**",22,1,
5,"1956-001",5,"**CONFIDENTIAL**",19,1,
6,"1956-001",6,"**CONFIDENTIAL**",16,1,
7,"1956-001",7,"**CONFIDENTIAL**",14,1,
1,"1969-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"1969-001",2,"**CONFIDENTIAL**",2,1,
1,"1970-001",1,"**CONFIDENTIAL**",63,2,"X"
2,"1970-001",2,"**CONFIDENTIAL**",11,2,
1,"1971-001",1,"**CONFIDENTIAL**",60,1,"X"
2,"1971-001",2,"**CONFIDENTIAL**",11,2,
1,"1972-001",1,"**CONFIDENTIAL**",58,2,"X"
2,"1972-001",2,"**CONFIDENTIAL**",26,2,"X"
3,"1972-001",3,"**CONFIDENTIAL**",40,1,
4,"1972-001",4,"**CONFIDENTIAL**",19,1,
5,"1972-001",5,"**CONFIDENTIAL**",13,1,
6,"1972-001",6,"**CONFIDENTIAL**",5,2,
7,"1972-001",7,"**CONFIDENTIAL**",2,1,
8,"1972-001",8,"**CONFIDENTIAL**",70,2,
1,"1973-001",1,"**CONFIDENTIAL**",57,1,"X"
2,"1973-001",2,"**CONFIDENTIAL**",54,2,
3,"1973-001",3,"**CONFIDENTIAL**",8,1,
4,"1973-001",4,"**CONFIDENTIAL**",12,1,
1,"1974-001",1,"**CONFIDENTIAL**",53,1,"X"
2,"1974-001",2,"**CONFIDENTIAL**",10,1,
1,"1975-001",1,"**CONFIDENTIAL**",52,1,"X"
2,"1975-001",2,"**CONFIDENTIAL**",33,2,
3,"1975-001",3,"**CONFIDENTIAL**",7,1,
4,"1975-001",4,"**CONFIDENTIAL**",5,1,
5,"1975-001",5,"**CONFIDENTIAL**",3,1,
1,"1976-001",1,"**CONFIDENTIAL**",67,2,
2,"1976-001",2,"**CONFIDENTIAL**",31,2,"X"
3,"1976-001",3,"**CONFIDENTIAL**",15,2,
4,"1976-001",4,"**CONFIDENTIAL**",11,2,
5,"1976-001",5,"**CONFIDENTIAL**",4,2,
6,"1976-001",6,"**CONFIDENTIAL**",0,2,
1,"1988-001",1,"**CONFIDENTIAL**",37,1,"X"
2,"1988-001",2,"**CONFIDENTIAL**",35,2,
3,"1988-001",3,"**CONFIDENTIAL**",10,2,
4,"1988-001",4,"**CONFIDENTIAL**",8,2,
5,"1988-001",5,"**CONFIDENTIAL**",3,2,
6,"1988-001",6,"**CONFIDENTIAL**",15,2,
7,"1988-001",7,"**CONFIDENTIAL**",13,1,
1,"1989-001",1,"**CONFIDENTIAL**",50,2,"X"
2,"1989-001",2,"**CONFIDENTIAL**",18,2,
3,"1989-001",3,"**CONFIDENTIAL**",94,1,
4,"1989-001",4,"**CONFIDENTIAL**",12,1,
1,"1990-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"1990-001",2,"**CONFIDENTIAL**",32,2,
3,"1990-001",3,"**CONFIDENTIAL**",9,1,
4,"1990-001",4,"**CONFIDENTIAL**",6,2,
5,"1990-001",5,"**CONFIDENTIAL**",3,1,
1,"1991-001",1,"**CONFIDENTIAL**",25,1,"X"
2,"1991-001",2,"**CONFIDENTIAL**",22,2,
3,"1991-001",3,"**CONFIDENTIAL**",2,2,
4,"1991-001",4,"**CONFIDENTIAL**",17,2,
5,"1991-001",5,"**CONFIDENTIAL**",18,1,
6,"1991-001",6,"**CONFIDENTIAL**",8,2,
7,"1991-001",7,"**CONFIDENTIAL**",22,2,
1,"1992-001",1,"**CONFIDENTIAL**",22,1,"X"
1,"1993-001",1,"**CONFIDENTIAL**",32,2,"X"
2,"1993-001",2,"**CONFIDENTIAL**",10,1,
3,"1993-001",3,"**CONFIDENTIAL**",6,2,
4,"1993-001",4,"**CONFIDENTIAL**",2,2,
1,"1994-001",1,"**CONFIDENTIAL**",72,2,
2,"1994-001",2,"**CONFIDENTIAL**",32,2,"X"
3,"1994-001",3,"**CONFIDENTIAL**",12,2,
4,"1994-001",4,"**CONFIDENTIAL**",3,2,
5,"1994-001",5,"**CONFIDENTIAL**",7,2,
6,"1994-001",6,"**CONFIDENTIAL**",3,2,
7,"1994-001",7,"**CONFIDENTIAL**",24,1,
1,"1995-001",1,"**CONFIDENTIAL**",67,2,"X"
1,"2007-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"2007-001",2,"**CONFIDENTIAL**",25,2,
3,"2007-001",3,"**CONFIDENTIAL**",0,2,
1,"2008-001",1,"**CONFIDENTIAL**",34,1,"X"
2,"2008-001",2,"**CONFIDENTIAL**",27,2,
3,"2008-001",3,"**CONFIDENTIAL**",11,1,
4,"2008-001",4,"**CONFIDENTIAL**",9,2,
5,"2008-001",5,"**CONFIDENTIAL**",5,2,
6,"2008-001",6,"**CONFIDENTIAL**",8,2,
7,"2008-001",7,"**CONFIDENTIAL**",6,2,
8,"2008-001",8,"**CONFIDENTIAL**",4,1,
1,"2009-001",1,"**CONFIDENTIAL**",46,2,"X"
2,"2009-001",2,"**CONFIDENTIAL**",27,2,
3,"2009-001",3,"**CONFIDENTIAL**",20,2,
4,"2009-001",4,"**CONFIDENTIAL**",17,2,
5,"2009-001",5,"**CONFIDENTIAL**",3,1,
6,"2009-001",6,"**CONFIDENTIAL**",9,2,
1,"2010-001",1,"**CONFIDENTIAL**",28,1,
2,"2010-001",2,"**CONFIDENTIAL**",25,2,"X"
3,"2010-001",3,"**CONFIDENTIAL**",6,2,
4,"2010-001",4,"**CONFIDENTIAL**",7,1,
1,"2011-001",1,"**CONFIDENTIAL**",23,1,"X"
1,"2012-001",1,"**CONFIDENTIAL**",28,2,"X"
1,"2013-001",1,"**CONFIDENTIAL**",37,2,"X"
2,"2013-001",2,"**CONFIDENTIAL**",15,1,
3,"2013-001",3,"**CONFIDENTIAL**",12,1,
4,"2013-001",4,"**CONFIDENTIAL**",9,1,
5,"2013-001",5,"**CONFIDENTIAL**",2,2,
1,"2014-001",1,"**CONFIDENTIAL**",51,2,"X"
2,"2014-001",2,"**CONFIDENTIAL**",29,1,
1,"2026-001",1,"**CONFIDENTIAL**",24,1,"X"
2,"2026-001",2,"**CONFIDENTIAL**",22,2,
3,"2026-001",3,"**CONFIDENTIAL**",3,2,
1,"2027-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"2027-001",2,"**CONFIDENTIAL**",22,2,
3,"2027-001",3,"**CONFIDENTIAL**",5,1,
4,"2027-001",4,"**CONFIDENTIAL**",3,1,
5,"2027-001",5,"**CONFIDENTIAL**",1,1,
1,"2028-001",1,"**CONFIDENTIAL**",78,1,"X"
2,"2028-001",2,"**CONFIDENTIAL**",10,1,
3,"2028-001",3,"**CONFIDENTIAL**",13,1,
1,"2029-001",1,"**CONFIDENTIAL**",34,1,
2,"2029-001",2,"**CONFIDENTIAL**",31,2,"X"
1,"2030-001",1,"**CONFIDENTIAL**",47,2,"X"
2,"2030-001",2,"**CONFIDENTIAL**",16,1,
3,"2030-001",3,"**CONFIDENTIAL**",32,1,
1,"2031-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"2031-001",2,"**CONFIDENTIAL**",20,2,
1,"2032-001",1,"**CONFIDENTIAL**",29,1,"X"
1,"2033-001",1,"**CONFIDENTIAL**",32,1,
2,"2033-001",2,"**CONFIDENTIAL**",25,2,"X"
3,"2033-001",3,"**CONFIDENTIAL**",3,2,
1,"2045-001",1,"**CONFIDENTIAL**",46,2,"X"
2,"2045-001",2,"**CONFIDENTIAL**",18,2,
3,"2045-001",3,"**CONFIDENTIAL**",15,1,
4,"2045-001",4,"**CONFIDENTIAL**",12,2,
5,"2045-001",5,"**CONFIDENTIAL**",8,2,
6,"2045-001",6,"**CONFIDENTIAL**",4,1,
1,"2046-001",1,"**CONFIDENTIAL**",61,1,"X"
2,"2046-001",2,"**CONFIDENTIAL**",60,2,
1,"2047-001",1,"**CONFIDENTIAL**",70,2,"X"
2,"2047-001",2,"**CONFIDENTIAL**",43,2,
3,"2047-001",3,"**CONFIDENTIAL**",23,1,
1,"2048-001",1,"**CONFIDENTIAL**",54,1,"X"
2,"2048-001",2,"**CONFIDENTIAL**",42,2,"X"
3,"2048-001",3,"**CONFIDENTIAL**",74,2,
1,"2049-001",1,"**CONFIDENTIAL**",42,1,"X"
2,"2049-001",2,"**CONFIDENTIAL**",40,2,
3,"2049-001",3,"**CONFIDENTIAL**",10,1,
4,"2049-001",4,"**CONFIDENTIAL**",5,2,
5,"2049-001",5,"**CONFIDENTIAL**",0,1,
1,"2050-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"2050-001",2,"**CONFIDENTIAL**",35,2,
1,"2051-001",1,"**CONFIDENTIAL**",38,1,"X"
2,"2051-001",2,"**CONFIDENTIAL**",10,2,
3,"2051-001",3,"**CONFIDENTIAL**",5,1,
4,"2051-001",4,"**CONFIDENTIAL**",1,2,
1,"2052-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"2052-001",2,"**CONFIDENTIAL**",66,2,
3,"2052-001",3,"**CONFIDENTIAL**",40,1,
1,"2064-001",1,"**CONFIDENTIAL**",88,1,"X"
2,"2064-001",2,"**CONFIDENTIAL**",15,1,
1,"2065-001",1,"**CONFIDENTIAL**",46,1,"X"
2,"2065-001",2,"**CONFIDENTIAL**",31,2,"X"
3,"2065-001",3,"**CONFIDENTIAL**",10,2,
4,"2065-001",4,"**CONFIDENTIAL**",9,2,
5,"2065-001",5,"**CONFIDENTIAL**",7,1,
6,"2065-001",6,"**CONFIDENTIAL**",4,2,
7,"2065-001",7,"**CONFIDENTIAL**",0,1,
1,"2066-001",1,"**CONFIDENTIAL**",52,1,
2,"2066-001",2,"**CONFIDENTIAL**",41,2,"X"
3,"2066-001",3,"**CONFIDENTIAL**",18,2,
4,"2066-001",4,"**CONFIDENTIAL**",18,1,
5,"2066-001",5,"**CONFIDENTIAL**",13,1,
6,"2066-001",6,"**CONFIDENTIAL**",12,1,
7,"2066-001",7,"**CONFIDENTIAL**",8,2,
1,"2067-001",1,"**CONFIDENTIAL**",51,1,"X"
2,"2067-001",2,"**CONFIDENTIAL**",48,2,"X"
3,"2067-001",3,"**CONFIDENTIAL**",27,2,"X"
4,"2067-001",4,"**CONFIDENTIAL**",16,1,
5,"2067-001",5,"**CONFIDENTIAL**",10,2,
6,"2067-001",6,"**CONFIDENTIAL**",9,2,
1,"2068-001",1,"**CONFIDENTIAL**",42,1,"X"
2,"2068-001",2,"**CONFIDENTIAL**",32,2,
3,"2068-001",3,"**CONFIDENTIAL**",13,2,
4,"2068-001",4,"**CONFIDENTIAL**",12,2,
5,"2068-001",5,"**CONFIDENTIAL**",10,2,
6,"2068-001",6,"**CONFIDENTIAL**",8,1,
7,"2068-001",7,"**CONFIDENTIAL**",7,2,
8,"2068-001",8,"**CONFIDENTIAL**",3,1,
9,"2068-001",9,"**CONFIDENTIAL**",77,2,
1,"2069-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"2069-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"2069-001",3,"**CONFIDENTIAL**",10,2,
4,"2069-001",4,"**CONFIDENTIAL**",5,1,
5,"2069-001",5,"**CONFIDENTIAL**",0,2,
1,"2070-001",1,"**CONFIDENTIAL**",74,1,
2,"2070-001",2,"**CONFIDENTIAL**",56,2,"X"
3,"2070-001",3,"**CONFIDENTIAL**",24,1,
4,"2070-001",4,"**CONFIDENTIAL**",14,2,
5,"2070-001",5,"**CONFIDENTIAL**",8,1,
6,"2070-001",6,"**CONFIDENTIAL**",15,1,
7,"2070-001",7,"**CONFIDENTIAL**",17,1,
1,"2072-001",1,"**CONFIDENTIAL**",43,2,"X"
2,"2072-001",2,"**CONFIDENTIAL**",16,2,
3,"2072-001",3,"**CONFIDENTIAL**",12,1,
4,"2072-001",4,"**CONFIDENTIAL**",6,2,
5,"2072-001",5,"**CONFIDENTIAL**",3,1,
6,"2072-001",6,"**CONFIDENTIAL**",1,2,
1,"2083-001",1,"**CONFIDENTIAL**",54,1,
2,"2083-001",2,"**CONFIDENTIAL**",50,2,
3,"2083-001",3,"**CONFIDENTIAL**",25,1,"X"
4,"2083-001",4,"**CONFIDENTIAL**",18,2,
1,"2086-001",1,"**CONFIDENTIAL**",42,1,"X"
2,"2086-001",2,"**CONFIDENTIAL**",40,2,
3,"2086-001",3,"**CONFIDENTIAL**",14,1,
4,"2086-001",4,"**CONFIDENTIAL**",12,1,
5,"2086-001",5,"**CONFIDENTIAL**",9,2,
6,"2086-001",6,"**CONFIDENTIAL**",7,2,
7,"2086-001",7,"**CONFIDENTIAL**",4,2,
8,"2086-001",8,"**CONFIDENTIAL**",12,1,
1,"2087-001",1,"**CONFIDENTIAL**",29,1,"X"
2,"2087-001",2,"**CONFIDENTIAL**",26,2,
3,"2087-001",3,"**CONFIDENTIAL**",5,1,
4,"2087-001",4,"**CONFIDENTIAL**",3,1,
1,"2088-001",1,"**CONFIDENTIAL**",29,1,"X"
2,"2088-001",2,"**CONFIDENTIAL**",20,2,
3,"2088-001",3,"**CONFIDENTIAL**",1,2,
1,"2089-001",1,"**CONFIDENTIAL**",60,2,"X"
2,"2089-001",2,"**CONFIDENTIAL**",16,2,
3,"2089-001",3,"**CONFIDENTIAL**",12,2,
4,"2089-001",4,"**CONFIDENTIAL**",10,1,
1,"2090-001",1,"**CONFIDENTIAL**",26,1,"X"
2,"2090-001",2,"**CONFIDENTIAL**",23,2,
3,"2090-001",3,"**CONFIDENTIAL**",2,2,
4,"2090-001",4,"**CONFIDENTIAL**",17,1,
5,"2090-001",5,"**CONFIDENTIAL**",14,2,
1,"2102-001",1,"**CONFIDENTIAL**",25,1,"X"
2,"2102-001",2,"**CONFIDENTIAL**",24,2,
3,"2102-001",3,"**CONFIDENTIAL**",4,1,
4,"2102-001",4,"**CONFIDENTIAL**",2,2,
1,"2103-001",1,"**CONFIDENTIAL**",49,2,"X"
2,"2103-001",2,"**CONFIDENTIAL**",18,1,
